date,open,close,high,low,volume,051910_open,051910_close,051910_high,051910_low,ko_cases,ko_deaths,se_cases,se_deaths
2020-01-30,160000.0,155500.0,163500.0,154000.0,360798.0,338500.0,343500.0,347500.0,338500.0,3.0,0.0,0.0,0.0
2020-01-31,156500.0,152000.0,158500.0,151000.0,245518.0,349000.0,337500.0,354000.0,335000.0,4.0,0.0,0.0,0.0
2020-02-01,154000.0,151500.0,156000.0,148166.66666666666,281506.3333333333,342166.6666666667,341666.6666666667,353166.6666666667,331833.3333333333,1.0,0.0,0.0,0.0
2020-02-02,151500.0,151000.0,153500.0,145333.33333333334,317494.6666666667,335333.3333333333,345833.3333333333,352333.3333333333,328666.6666666667,3.0,0.0,0.0,0.0
2020-02-03,149000.0,150500.0,151000.0,142500.0,353483.0,328500.0,350000.0,351500.0,325500.0,0.0,0.0,0.0,0.0
2020-02-04,148000.0,155000.0,155000.0,147500.0,350711.0,364500.0,379500.0,385000.0,361500.0,1.0,0.0,0.0,0.0
2020-02-05,156000.0,152000.0,161000.0,151000.0,311516.0,391000.0,382000.0,391500.0,377000.0,5.0,0.0,0.0,0.0
2020-02-06,154000.0,156000.0,157500.0,151000.0,218885.0,374500.0,382000.0,385000.0,372500.0,3.0,0.0,0.0,0.0
2020-02-07,153500.0,150500.0,154500.0,150000.0,218071.0,377000.0,386500.0,391500.0,377000.0,0.0,0.0,0.0,0.0
2020-02-08,151833.33333333334,149333.33333333334,152500.0,148000.0,231721.0,378833.3333333333,386666.6666666667,391000.0,378333.3333333333,0.0,0.0,0.0,0.0
2020-02-09,150166.66666666666,148166.66666666666,150500.0,146000.0,245371.0,380666.6666666667,386833.3333333333,390500.0,379666.6666666667,3.0,0.0,0.0,0.0
2020-02-10,148500.0,147000.0,148500.0,144000.0,259021.0,382500.0,387000.0,390000.0,381000.0,0.0,0.0,0.0,0.0
2020-02-11,149500.0,151000.0,152500.0,148500.0,216429.0,394500.0,413500.0,420000.0,393500.0,1.0,0.0,0.0,0.0
2020-02-12,151000.0,151000.0,152000.0,149000.0,142227.0,408500.0,408000.0,412000.0,403500.0,0.0,0.0,0.0,0.0
2020-02-13,153500.0,154000.0,158000.0,152500.0,331103.0,408500.0,411500.0,418000.0,408000.0,0.0,0.0,0.0,0.0
2020-02-14,156000.0,155000.0,159000.0,153500.0,187280.0,416500.0,413500.0,420000.0,412000.0,0.0,0.0,0.0,0.0
2020-02-15,155666.66666666666,155166.66666666666,159000.0,153333.33333333334,175243.66666666666,417833.3333333333,415500.0,420833.3333333333,411000.0,0.0,0.0,0.0,0.0
2020-02-16,155333.33333333334,155333.33333333334,159000.0,153166.66666666666,163207.33333333334,419166.6666666667,417500.0,421666.6666666667,410000.0,1.0,0.0,0.0,0.0
2020-02-17,155000.0,155500.0,159000.0,153000.0,151171.0,420500.0,419500.0,422500.0,409000.0,1.0,0.0,14.0,0.0
2020-02-18,154000.0,148500.0,154000.0,148000.0,365652.0,418000.0,418000.0,422000.0,415000.0,9.0,0.0,0.0,0.0
2020-02-19,149000.0,149500.0,150500.0,145500.0,220579.0,420500.0,404000.0,421500.0,403500.0,7.0,0.0,1.0,0.0
2020-02-20,151000.0,147000.0,151500.0,146500.0,212373.0,408500.0,419000.0,422000.0,406000.0,58.0,1.0,7.0,0.0
2020-02-21,144000.0,149000.0,149500.0,143500.0,143556.0,407000.0,407000.0,416500.0,406500.0,100.0,0.0,5.0,0.0
2020-02-22,144333.33333333334,147333.33333333334,149000.0,143500.0,150539.0,402000.0,403000.0,411000.0,401500.0,229.0,2.0,3.0,0.0
2020-02-23,144666.66666666666,145666.66666666666,148500.0,143500.0,157522.0,397000.0,399000.0,405500.0,396500.0,175.0,3.0,1.0,0.0
2020-02-24,145000.0,144000.0,148000.0,143500.0,164505.0,392000.0,395000.0,400000.0,391500.0,235.0,1.0,4.0,0.0
2020-02-25,143000.0,146500.0,148000.0,142000.0,220457.0,395500.0,399500.0,400500.0,391500.0,134.0,3.0,6.0,0.0
2020-02-26,142500.0,145000.0,148500.0,140500.0,168676.0,394000.0,395000.0,398000.0,387000.0,284.0,2.0,8.0,0.0
2020-02-27,143500.0,143500.0,147500.0,142000.0,157807.0,394000.0,388000.0,398000.0,384000.0,505.0,1.0,7.0,0.0
2020-02-28,139500.0,130000.0,140500.0,128500.0,551339.0,376500.0,368000.0,380000.0,366500.0,571.0,0.0,6.0,0.0
2020-02-29,136500.0,132500.0,140500.0,128666.66666666667,487091.6666666667,373833.3333333333,371000.0,381666.6666666667,365166.6666666667,813.0,4.0,15.0,0.0
2020-03-01,133500.0,135000.0,140500.0,128833.33333333333,422844.3333333333,371166.6666666667,374000.0,383333.3333333333,363833.3333333333,586.0,1.0,10.0,0.0
2020-03-02,130500.0,137500.0,140500.0,129000.0,358597.0,368500.0,377000.0,385000.0,362500.0,476.0,4.0,4.0,0.0
2020-03-03,143500.0,136000.0,145000.0,136000.0,321236.0,393000.0,386500.0,398500.0,384500.0,600.0,6.0,7.0,0.0
2020-03-04,132500.0,136000.0,138500.0,132500.0,204531.0,383500.0,392000.0,398500.0,382000.0,516.0,4.0,1.0,0.0
2020-03-05,140000.0,140000.0,142500.0,138000.0,313252.0,407500.0,406000.0,412000.0,402000.0,438.0,3.0,4.0,0.0
2020-03-06,138000.0,136000.0,139000.0,135000.0,154251.0,401000.0,400000.0,404000.0,395500.0,518.0,9.0,2.0,0.0
2020-03-07,136000.0,132666.66666666666,136833.33333333334,131500.0,225817.6666666667,395000.0,391333.3333333333,397833.3333333333,388166.6666666667,483.0,0.0,3.0,0.0
2020-03-08,134000.0,129333.33333333333,134666.66666666666,128000.0,297384.3333333334,389000.0,382666.6666666667,391666.6666666667,380833.3333333333,367.0,6.0,12.0,0.0
2020-03-09,132000.0,126000.0,132500.0,124500.0,368951.0,383000.0,374000.0,385500.0,373500.0,248.0,1.0,10.0,0.0
2020-03-10,123500.0,127500.0,128500.0,122500.0,489480.0,371000.0,373500.0,380000.0,368000.0,131.0,3.0,11.0,0.0
2020-03-11,127000.0,120500.0,127000.0,120000.0,314863.0,374000.0,365000.0,377500.0,362000.0,242.0,6.0,52.0,0.0
2020-03-12,117000.0,113000.0,120000.0,111500.0,468120.0,359000.0,341500.0,367000.0,334500.0,114.0,6.0,19.0,0.0
2020-03-13,105000.0,105500.0,109500.0,100500.0,783139.0,315000.0,340500.0,343500.0,313000.0,110.0,1.0,13.0,0.0
2020-03-14,105500.0,102500.0,108666.66666666667,99166.66666666667,704336.6666666666,324333.3333333333,331166.6666666667,345000.0,312833.3333333333,107.0,5.0,13.0,0.0
2020-03-15,106000.0,99500.0,107833.33333333333,97833.33333333333,625534.3333333334,333666.6666666667,321833.3333333333,346500.0,312666.6666666667,76.0,3.0,9.0,0.0
2020-03-16,106500.0,96500.0,107000.0,96500.0,546732.0,343000.0,312500.0,348000.0,312500.0,74.0,0.0,6.0,0.0
2020-03-17,92000.0,93700.0,98500.0,90600.0,469854.0,295000.0,306500.0,315500.0,294500.0,84.0,6.0,12.0,0.0
2020-03-18,94700.0,83200.0,95300.0,83200.0,579437.0,307500.0,280000.0,312000.0,280000.0,93.0,3.0,5.0,0.0
2020-03-19,86100.0,76300.0,89400.0,75700.0,485245.0,284500.0,230000.0,285500.0,230000.0,152.0,7.0,12.0,0.0
2020-03-20,80600.0,99100.0,99100.0,78600.0,847968.0,246000.0,272500.0,273000.0,242000.0,87.0,3.0,17.0,0.0
2020-03-21,84566.66666666667,96500.0,98400.0,81133.33333333333,784260.6666666666,247166.66666666666,271000.0,277500.0,244166.66666666666,147.0,8.0,15.0,0.0
2020-03-22,88533.33333333333,93900.0,97700.0,83666.66666666667,720553.3333333334,248333.33333333334,269500.0,282000.0,246333.33333333334,98.0,2.0,10.0,0.0
2020-03-23,92500.0,91300.0,97000.0,86200.0,656846.0,249500.0,268000.0,286500.0,248500.0,64.0,7.0,6.0,0.0
2020-03-24,95800.0,107500.0,114500.0,94600.0,1404434.0,283500.0,288000.0,297500.0,274000.0,76.0,9.0,4.0,0.0
2020-03-25,115000.0,113500.0,126000.0,111000.0,1082656.0,310000.0,307500.0,316500.0,296500.0,100.0,6.0,13.0,0.0
2020-03-26,113500.0,107500.0,115000.0,107500.0,614784.0,309500.0,299500.0,314000.0,297500.0,104.0,5.0,13.0,0.0
2020-03-27,114000.0,108500.0,116000.0,103000.0,656381.0,313000.0,303500.0,314500.0,292500.0,91.0,8.0,12.0,0.0
2020-03-28,110833.33333333333,110333.33333333333,116000.0,103333.33333333333,582047.6666666666,305666.6666666667,303333.3333333333,312000.0,291500.0,146.0,5.0,18.0,0.0
2020-03-29,107666.66666666667,112166.66666666667,116000.0,103666.66666666667,507714.3333333334,298333.3333333333,303166.6666666667,309500.0,290500.0,105.0,8.0,20.0,0.0
2020-03-30,104500.0,114000.0,116000.0,104000.0,433381.0,291000.0,303000.0,307000.0,289500.0,78.0,6.0,16.0,0.0
2020-03-31,117500.0,114000.0,117500.0,111000.0,403951.0,306500.0,305000.0,309500.0,298500.0,125.0,4.0,24.0,0.0
2020-04-01,114000.0,108500.0,117500.0,108500.0,421645.0,305000.0,292000.0,307000.0,292000.0,101.0,3.0,24.0,0.0
2020-04-02,111000.0,113000.0,114500.0,107000.0,371857.0,292000.0,291000.0,294500.0,280000.0,89.0,4.0,14.0,0.0
2020-04-03,115000.0,110000.0,115000.0,109500.0,270855.0,300000.0,290500.0,304500.0,285500.0,86.0,5.0,18.0,0.0
2020-04-04,114000.0,114000.0,117500.0,110166.66666666667,372331.6666666667,298333.3333333333,292500.0,302000.0,287166.6666666667,94.0,3.0,22.0,0.0
2020-04-05,113000.0,118000.0,120000.0,110833.33333333333,473808.3333333334,296666.6666666667,294500.0,299500.0,288833.3333333333,81.0,6.0,24.0,0.0
2020-04-06,112000.0,122000.0,122500.0,111500.0,575285.0,295000.0,296500.0,297000.0,290500.0,47.0,3.0,11.0,0.0
2020-04-07,126000.0,128500.0,130000.0,123000.0,573155.0,307000.0,309000.0,309500.0,301000.0,47.0,6.0,4.0,0.0
2020-04-08,129000.0,126500.0,131500.0,126500.0,330346.0,308500.0,313000.0,319500.0,306500.0,53.0,8.0,11.0,2.0
2020-04-09,129000.0,125000.0,130000.0,123000.0,343195.0,319000.0,324500.0,324500.0,317000.0,39.0,4.0,12.0,0.0
2020-04-10,124000.0,124000.0,124000.0,119000.0,335378.0,324500.0,324000.0,326000.0,318500.0,27.0,4.0,5.0,0.0
2020-04-11,123666.66666666667,121833.33333333333,123666.66666666667,118500.0,315708.0,324833.3333333333,321000.0,325833.3333333333,317000.0,30.0,3.0,4.0,0.0
2020-04-12,123333.33333333333,119666.66666666667,123333.33333333333,118000.0,296038.0,325166.6666666667,318000.0,325666.6666666667,315500.0,32.0,3.0,3.0,0.0
2020-04-13,123000.0,117500.0,123000.0,117500.0,276368.0,325500.0,315000.0,325500.0,314000.0,25.0,3.0,8.0,0.0
2020-04-14,120500.0,123000.0,123500.0,120000.0,253263.0,327500.0,326500.0,329000.0,321000.0,27.0,5.0,2.0,0.0
2020-04-15,120750.0,124500.0,124750.0,120250.0,250748.0,327500.0,334750.0,337000.0,324000.0,27.0,3.0,5.0,0.0
2020-04-16,121000.0,126000.0,126000.0,120500.0,248233.0,327500.0,343000.0,345000.0,327000.0,22.0,4.0,2.0,0.0
2020-04-17,129000.0,132500.0,133500.0,128500.0,526932.0,352500.0,362500.0,376000.0,352000.0,22.0,1.0,2.0,0.0
2020-04-18,129166.66666666667,131666.66666666666,133000.0,128500.0,442979.3333333333,355833.3333333333,358833.3333333333,373833.3333333333,351666.6666666667,18.0,2.0,1.0,0.0
2020-04-19,129333.33333333333,130833.33333333333,132500.0,128500.0,359026.6666666666,359166.6666666667,355166.6666666667,371666.6666666667,351333.3333333333,8.0,2.0,2.0,0.0
2020-04-20,129500.0,130000.0,132000.0,128500.0,275074.0,362500.0,351500.0,369500.0,351000.0,13.0,2.0,0.0,0.0
2020-04-21,130000.0,128000.0,131000.0,125500.0,255235.0,348000.0,354000.0,359500.0,343500.0,9.0,1.0,2.0,0.0
2020-04-22,126500.0,129500.0,129500.0,123500.0,252396.0,346500.0,355000.0,357000.0,345500.0,11.0,1.0,2.0,0.0
2020-04-23,130000.0,128500.0,131500.0,128500.0,192230.0,360000.0,361000.0,361500.0,356500.0,8.0,2.0,0.0,0.0
2020-04-24,128500.0,126000.0,130500.0,126000.0,151619.0,358000.0,353500.0,358500.0,350000.0,6.0,0.0,0.0,0.0
2020-04-25,128166.66666666667,129333.33333333333,132833.33333333334,126333.33333333333,255172.6666666667,356500.0,353500.0,358000.0,349333.3333333333,10.0,0.0,1.0,0.0
2020-04-26,127833.33333333333,132666.66666666666,135166.66666666666,126666.66666666667,358726.3333333334,355000.0,353500.0,357500.0,348666.6666666667,10.0,2.0,0.0,0.0
2020-04-27,127500.0,136000.0,137500.0,127000.0,462280.0,353500.0,353500.0,357000.0,348000.0,10.0,1.0,0.0,0.0
2020-04-28,136500.0,136500.0,138500.0,134500.0,309713.0,365000.0,362500.0,371500.0,354000.0,14.0,1.0,4.0,0.0
2020-04-29,136500.0,132000.0,136500.0,131500.0,382840.0,368000.0,376500.0,376500.0,365000.0,9.0,2.0,0.0,0.0
2020-04-30,134800.0,131900.0,135800.0,130600.0,348612.2,366600.0,373200.0,374400.0,363600.0,4.0,1.0,0.0,0.0
2020-05-01,133100.0,131800.0,135100.0,129700.0,314384.4,365200.0,369900.0,372300.0,362200.0,9.0,1.0,1.0,0.0
2020-05-02,131400.0,131700.0,134400.0,128800.0,280156.6,363800.0,366600.0,370200.0,360800.0,6.0,2.0,1.0,0.0
2020-05-03,129700.0,131600.0,133700.0,127900.0,245928.8,362400.0,363300.0,368100.0,359400.0,13.0,0.0,2.0,0.0
2020-05-04,128000.0,131500.0,133000.0,127000.0,211701.0,361000.0,360000.0,366000.0,358000.0,8.0,2.0,0.0,0.0
2020-05-05,130500.0,131500.0,133000.0,128250.0,218993.5,363750.0,360500.0,366250.0,357250.0,3.0,2.0,0.0,0.0
2020-05-06,133000.0,131500.0,133000.0,129500.0,226286.0,366500.0,361000.0,366500.0,356500.0,2.0,1.0,0.0,0.0
2020-05-07,130500.0,132500.0,133500.0,130000.0,174195.0,358000.0,354000.0,361000.0,352500.0,4.0,1.0,0.0,0.0
2020-05-08,134500.0,137500.0,140500.0,133500.0,463718.0,349000.0,352500.0,356500.0,346500.0,12.0,0.0,0.0,0.0
2020-05-09,136000.0,137000.0,140166.66666666666,134333.33333333334,376461.0,349833.3333333333,350500.0,355666.6666666667,346000.0,18.0,0.0,12.0,0.0
2020-05-10,137500.0,136500.0,139833.33333333334,135166.66666666666,289204.0,350666.6666666667,348500.0,354833.3333333333,345500.0,34.0,0.0,14.0,0.0
2020-05-11,139000.0,136000.0,139500.0,136000.0,201947.0,351500.0,346500.0,354000.0,345000.0,35.0,0.0,20.0,0.0
2020-05-12,136500.0,142000.0,144000.0,136000.0,379410.0,346000.0,338000.0,346000.0,336500.0,27.0,2.0,12.0,0.0
2020-05-13,139500.0,146000.0,146000.0,139000.0,246446.0,330000.0,352000.0,352500.0,330000.0,26.0,1.0,12.0,1.0
2020-05-14,145000.0,143000.0,149000.0,143000.0,369874.0,348000.0,344500.0,351000.0,341000.0,29.0,1.0,4.0,1.0
2020-05-15,145500.0,146000.0,147500.0,142000.0,175754.0,348500.0,346500.0,349500.0,343000.0,27.0,0.0,14.0,0.0
2020-05-16,145333.33333333334,143500.0,146666.66666666666,140166.66666666666,265237.0,348833.3333333333,349000.0,351666.6666666667,344000.0,19.0,2.0,5.0,0.0
2020-05-17,145166.66666666666,141000.0,145833.33333333334,138333.33333333334,354720.0,349166.6666666667,351500.0,353833.3333333333,345000.0,13.0,0.0,5.0,0.0
2020-05-18,145000.0,138500.0,145000.0,136500.0,444203.0,349500.0,354000.0,356000.0,346000.0,15.0,1.0,1.0,0.0
2020-05-19,142000.0,139500.0,142500.0,138000.0,227252.0,363500.0,357000.0,364000.0,356500.0,13.0,0.0,6.0,0.0
2020-05-20,139500.0,142000.0,143500.0,139000.0,215537.0,352500.0,362500.0,362500.0,351500.0,32.0,0.0,10.0,0.0
2020-05-21,143500.0,141000.0,143500.0,139000.0,191571.0,367000.0,377500.0,385000.0,365000.0,12.0,1.0,4.0,0.0
2020-05-22,141000.0,137500.0,141000.0,136500.0,187242.0,382000.0,377000.0,385000.0,373500.0,20.0,0.0,2.0,0.0
2020-05-23,140166.66666666666,137500.0,140333.33333333334,135833.33333333334,165665.33333333334,381333.3333333333,381166.6666666667,386500.0,374000.0,23.0,2.0,4.0,0.0
2020-05-24,139333.33333333334,137500.0,139666.66666666666,135166.66666666666,144088.66666666666,380666.6666666667,385333.3333333333,388000.0,374500.0,25.0,0.0,6.0,0.0
2020-05-25,138500.0,137500.0,139000.0,134500.0,122512.0,380000.0,389500.0,389500.0,375000.0,16.0,1.0,6.0,0.0
2020-05-26,138000.0,142000.0,142000.0,138000.0,232040.0,398500.0,414000.0,416000.0,398000.0,19.0,2.0,9.0,0.0
2020-05-27,141500.0,140500.0,143000.0,139500.0,199150.0,406000.0,395500.0,412000.0,394500.0,40.0,0.0,19.0,0.0
2020-05-28,141000.0,144000.0,148500.0,140500.0,465668.0,403000.0,388500.0,404000.0,380000.0,79.0,0.0,24.0,0.0
2020-05-29,145000.0,147500.0,148000.0,143000.0,342629.0,381500.0,390500.0,391000.0,381500.0,58.0,0.0,20.0,0.0
2020-05-30,145833.33333333334,149333.33333333334,150000.0,144000.0,334790.0,384666.6666666667,392333.3333333333,394333.3333333333,384166.6666666667,39.0,0.0,9.0,0.0
2020-05-31,146666.66666666666,151166.66666666666,152000.0,145000.0,326951.0,387833.3333333333,394166.6666666667,397666.6666666667,386833.3333333333,27.0,1.0,6.0,0.0
2020-06-01,147500.0,153000.0,154000.0,146000.0,319112.0,391000.0,396000.0,401000.0,389500.0,35.0,1.0,1.0,0.0
2020-06-02,152000.0,154000.0,158000.0,150500.0,279540.0,400000.0,395000.0,402000.0,393000.0,38.0,1.0,14.0,0.0
2020-06-03,157000.0,152000.0,157000.0,152000.0,208400.0,399000.0,400500.0,401500.0,395000.0,49.0,1.0,19.0,0.0
2020-06-04,153500.0,153000.0,156000.0,151000.0,186188.0,400500.0,417500.0,420000.0,399500.0,39.0,0.0,14.0,0.0
2020-06-05,153000.0,153500.0,155500.0,151000.0,173240.0,421500.0,434000.0,434000.0,421000.0,39.0,0.0,15.0,0.0
2020-06-06,154000.0,155500.0,157000.0,152000.0,193193.0,427666.6666666667,434000.0,438000.0,424666.6666666667,51.0,0.0,23.0,0.0
2020-06-07,155000.0,157500.0,158500.0,153000.0,213146.0,433833.3333333333,434000.0,442000.0,428333.3333333333,57.0,0.0,27.0,0.0
2020-06-08,156000.0,159500.0,160000.0,154000.0,233099.0,440000.0,434000.0,446000.0,432000.0,38.0,0.0,22.0,0.0
2020-06-09,160500.0,157500.0,161500.0,155500.0,145510.0,439000.0,432500.0,441500.0,425500.0,38.0,1.0,19.0,0.0
2020-06-10,159500.0,164500.0,166000.0,159000.0,339108.0,432500.0,440000.0,442000.0,429500.0,50.0,2.0,12.0,0.0
2020-06-11,165500.0,167000.0,172000.0,164000.0,460347.0,447000.0,463000.0,469500.0,446000.0,45.0,0.0,21.0,0.0
2020-06-12,159500.0,173000.0,173000.0,158500.0,335866.0,436500.0,462000.0,466000.0,436000.0,56.0,1.0,25.0,0.0
2020-06-13,163333.33333333334,168666.66666666666,172833.33333333334,158666.66666666666,314636.0,442666.6666666667,450666.6666666667,464166.6666666667,433333.3333333333,48.0,0.0,28.0,0.0
2020-06-14,167166.66666666666,164333.33333333334,172666.66666666666,158833.33333333334,293406.0,448833.3333333333,439333.3333333333,462333.3333333333,430666.6666666667,33.0,0.0,12.0,0.0
2020-06-15,171000.0,160000.0,172500.0,159000.0,272176.0,455000.0,428000.0,460500.0,428000.0,37.0,0.0,7.0,0.0
2020-06-16,166000.0,169500.0,169500.0,163000.0,217329.0,445000.0,487500.0,487500.0,444000.0,34.0,1.0,12.0,0.0
2020-06-17,172500.0,169500.0,174500.0,164000.0,245439.0,484000.0,491500.0,512000.0,481500.0,43.0,1.0,13.0,1.0
2020-06-18,167500.0,167000.0,169500.0,165500.0,102190.0,491500.0,491000.0,494500.0,481500.0,59.0,1.0,25.0,1.0
2020-06-19,169000.0,166500.0,169000.0,162000.0,172178.0,499500.0,512000.0,512000.0,488000.0,49.0,0.0,18.0,0.0
2020-06-20,167166.66666666666,164666.66666666666,167833.33333333334,161666.66666666666,178835.33333333334,503000.0,510000.0,514333.3333333333,492666.6666666667,67.0,0.0,14.0,0.0
2020-06-21,165333.33333333334,162833.33333333334,166666.66666666666,161333.33333333334,185492.66666666666,506500.0,508000.0,516666.6666666667,497333.3333333333,48.0,0.0,17.0,0.0
2020-06-22,163500.0,161000.0,165500.0,161000.0,192150.0,510000.0,506000.0,519000.0,502000.0,17.0,0.0,5.0,0.0
2020-06-23,164500.0,164000.0,170000.0,162500.0,281113.0,512000.0,504000.0,518000.0,500000.0,46.0,1.0,6.0,0.0
2020-06-24,166000.0,168000.0,169500.0,163000.0,214867.0,514000.0,516000.0,520000.0,510000.0,51.0,0.0,11.0,0.0
2020-06-25,165000.0,162500.0,166500.0,162000.0,152419.0,506000.0,499000.0,513000.0,499000.0,28.0,1.0,9.0,1.0
2020-06-26,165500.0,171500.0,171500.0,162500.0,296752.0,508000.0,501000.0,509000.0,488500.0,39.0,0.0,17.0,0.0
2020-06-27,166500.0,171500.0,172000.0,163833.33333333334,262837.0,502666.6666666667,497166.6666666667,506333.3333333333,487666.6666666667,51.0,0.0,17.0,0.0
2020-06-28,167500.0,171500.0,172500.0,165166.66666666666,228922.0,497333.3333333333,493333.3333333333,503666.6666666667,486833.3333333333,62.0,0.0,14.0,0.0
2020-06-29,168500.0,171500.0,173000.0,166500.0,195007.0,492000.0,489500.0,501000.0,486000.0,42.0,0.0,7.0,0.0
2020-06-30,174500.0,174500.0,179000.0,173500.0,333467.0,501000.0,490500.0,502000.0,487500.0,42.0,0.0,7.0,0.0
